s.deletion,gramm.cat,phon.cont,social
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
no,adjective,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
yes,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
no,noun,consonant,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
yes,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
no,separate morpheme,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
yes,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
no,verb,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
yes,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
no,determiner,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
yes,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
no,adjective,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
yes,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
no,noun,vowel,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
yes,separate morpheme,pause,2
